"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:1905475";"GO:1905475";"regulation of protein localization to membrane";"45/3897";"197/18805";0.228426395939086;1.102273126927;0.737777541585993;0.254912572575187;0.626893144781298;0.546751929298371;"ABI3/AKAP5/AKT1/ATP2C1/CEMIP/CLIP3/CNPY4/CNST/CPLX1/DAG1/EFCAB7/EPB41L3/ERBB2/GABARAP/GBP1/GDI1/GPC1/GPC2/GPER1/HRAS/IFNG/IQSEC2/ITGA3/LYPLA1/MIEF2/MTCL1/MYO1C/NLGN2/OGT/OLFM1/PICALM/PIK3R2/PPP1R9B/PRKCE/SHISA6/SLC51B/SLC7A11/SPTBN1/STAC2/STX4/STX7/TGFB1/TNFAIP6/VAMP8/ZDHHC8";45
"GO:0006119";"GO:0006119";"oxidative phosphorylation";"35/3897";"151/18805";0.231788079470199;1.11849495366618;0.747451426422365;0.255326738559874;0.626951736637728;0.546803030847034;"ABCD1/ANTKMT/ATP5F1D/ATP5IF1/ATP5MF/COX6B1/COX7A1/MT-ATP6/MT-ATP8/MT-CO1/MT-CO2/MT-CO3/MT-CYB/MT-ND1/MT-ND2/MT-ND3/MT-ND4/MT-ND4L/MT-ND5/MT-ND6/NDUFA11/NDUFA3/NDUFB10/NDUFB7/NDUFS2/NDUFS7/NDUFV1/NDUFV2/NUPR1/PINK1/SHMT2/SIRT3/SLC25A23/TAFAZZIN/UQCR11";35
"GO:0051168";"GO:0051168";"nuclear export";"40/3897";"174/18805";0.229885057471264;1.10931190806957;0.7406357109591;0.255569479584651;0.626951736637728;0.546803030847034;"AGFG1/ALKBH5/ALYREF/ANP32B/BAG3/C12orf50/CAMK1/CASC3/CCHCR1/DHX9/EMD/FAM76B/HHEX/HNRNPA1/IL1B/LSG1/LZTS2/MALT1/NCBP1/NOP9/NUP62/NUP98/PABPN1/PKD1/PTPN11/RANBP2/RANGAP1/RAPGEF3/RBM10/RBM33/RBM8A/RPS15/SMG1/SUPT6H/TGFB1/THOC2/UPF1/WASHC4/XPO4/XPO6";40
"GO:0000731";"GO:0000731";"DNA synthesis involved in DNA repair";"12/3897";"47/18805";0.25531914893617;1.23204428938791;0.814342648670676;0.256282869409102;0.626951736637728;0.546803030847034;"DTL/NYNRIN/PARP10/PCLAF/POLD2/POLD3/POLD4/POLH/POLK/RFC3/RRM2B/USP43";12
"GO:0002920";"GO:0002920";"regulation of humoral immune response";"12/3897";"47/18805";0.25531914893617;1.23204428938791;0.814342648670676;0.256282869409102;0.626951736637728;0.546803030847034;"CCR7/CD46/CD55/CR1/CR1L/CR2/CXCL13/FCER2/IL1B/PPP2R3C/PTPRC/SUSD4";12
"GO:0051205";"GO:0051205";"protein insertion into membrane";"12/3897";"47/18805";0.25531914893617;1.23204428938791;0.814342648670676;0.256282869409102;0.626951736637728;0.546803030847034;"BAG6/BAX/COX18/EMC10/GET3/GRIN3B/NCLN/SEC61A1/SGTA/TRAM1/TRAM1L1/WDR83OS";12
"GO:0051294";"GO:0051294";"establishment of spindle orientation";"12/3897";"47/18805";0.25531914893617;1.23204428938791;0.814342648670676;0.256282869409102;0.626951736637728;0.546803030847034;"CENPA/DCTN1/ENKD1/GPSM1/HDAC3/LLGL1/MAP4/NUMA1/SAPCD2/SPAG5/SPDL1/ZW10";12
"GO:0055078";"GO:0055078";"sodium ion homeostasis";"12/3897";"47/18805";0.25531914893617;1.23204428938791;0.814342648670676;0.256282869409102;0.626951736637728;0.546803030847034;"ATP1A2/ATP1A3/EDN1/EXT1/EXT2/MLLT6/NPR1/SCNN1D/SLC12A1/SLC12A2/SLC8A1/SLC9A1";12
"GO:0000028";"GO:0000028";"ribosomal small subunit assembly";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"FAU/PRKDC/RPS15/RRP7A/RRP7BP/XRCC5";6
"GO:0002097";"GO:0002097";"tRNA wobble base modification";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"ADAT2/CTU1/CTU2/ELP4/ELP5/GTPBP3";6
"GO:0002396";"GO:0002396";"MHC protein complex assembly";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"B2M/HLA-DOB/HLA-DPA1/HLA-DRA/HLA-DRB1/HLA-DRB4";6
"GO:0002501";"GO:0002501";"peptide antigen assembly with MHC protein complex";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"B2M/HLA-DOB/HLA-DPA1/HLA-DRA/HLA-DRB1/HLA-DRB4";6
"GO:0006670";"GO:0006670";"sphingosine metabolic process";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"ABCA2/AGK/PLPP1/SGPP2/SPHK2/SPTLC1";6
"GO:0006677";"GO:0006677";"glycosylceramide metabolic process";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"B3GALT1/GBA3/ST6GALNAC3/ST6GALNAC6/UGCG/UGT8";6
"GO:0009048";"GO:0009048";"dosage compensation by inactivation of X chromosome";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"CDYL/CIZ1/HDAC3/KAT8/LBR/SMCHD1";6
"GO:0010800";"GO:0010800";"positive regulation of peptidyl-threonine phosphorylation";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"CALM3/CEMIP/CHI3L1/RIPK2/S1PR2/TNKS1BP1";6
"GO:0032402";"GO:0032402";"melanosome transport";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"BBS5/BLOC1S3/DCTN1/DCTN2/MKKS/RAB11B";6
"GO:0032495";"GO:0032495";"response to muramyl dipeptide";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"CARD9/LDOC1/MAPK14/RELA/RIPK2/TRIM41";6
"GO:0035864";"GO:0035864";"response to potassium ion";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"ADAMTS13/ATP1A2/CACNA1H/DLG4/HSF1/SLC12A2";6
"GO:0042359";"GO:0042359";"vitamin D metabolic process";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"CYP2R1/FGF23/GFI1/IFNG/NFKB1/PIAS4";6
"GO:0044321";"GO:0044321";"response to leptin";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"CCND1/EDN1/FGF23/MKKS/NR1D1/UGCG";6
"GO:0048025";"GO:0048025";"negative regulation of mRNA splicing, via spliceosome";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"CELF4/PCBP4/PTBP1/RBM10/RBM42/SAP18";6
"GO:0061620";"GO:0061620";"glycolytic process through glucose-6-phosphate";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"ADPGK/ENO2/FOXK1/GALK1/PFKL/PFKP";6
"GO:0070242";"GO:0070242";"thymocyte apoptotic process";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"BAX/BBC3/BCL11B/BCL2L11/BMP4/HIF1A";6
"GO:0097468";"GO:0097468";"programmed cell death in response to reactive oxygen species";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"DDR2/ENDOG/MAP2K4/PDCD10/PINK1/STK25";6
"GO:1903376";"GO:1903376";"regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway";"6/3897";"21/18805";0.285714285714286;1.37871622860076;0.887789809026453;0.257701634536754;0.626951736637728;0.546803030847034;"FBXO7/FBXW7/HIF1A/MMP2/PINK1/PYCR1";6
"GO:1904064";"GO:1904064";"positive regulation of cation transmembrane transport";"33/3897";"142/18805";0.232394366197183;1.12142059439005;0.742551245395991;0.257731962919447;0.626951736637728;0.546803030847034;"ACTN4/AKAP5/AKAP7/AKAP9/ANO6/BAX/CACNB3/CALM3/CD19/CEMIP/CTSS/CX3CL1/CXCL10/CXCL9/EDN1/FXYD1/FXYD6/FXYD7/G6PD/GJC2/GPER1/IFNG/KCNMB1/KCNN4/P2RX1/P2RX2/P2RX5/PPP3CC/SLC9A1/STAC2/STIM2/VMP1/WNK2";33
"GO:0071772";"GO:0071772";"response to BMP";"43/3897";"188/18805";0.228723404255319;1.10370634257667;0.730651071616198;0.257733505501169;0.626951736637728;0.546803030847034;"ACVR2A/ADAMTS7/BMP2/BMP4/DDX5/DLX3/EGR1/EXT1/FBXL15/FKBP8/GATA3/GATA4/GDF7/GPR155/GREM2/HES1/HEYL/ILK/ITGA3/KCP/LEF1/MAPK3/MEGF8/MSX1/MTMR4/NBL1/NGLY1/NUMA1/PCSK6/POU5F1/RGMA/SCX/SKI/SKOR2/SMAD6/SMAD7/SORL1/SOST/SOX11/TGFBR2/TNFAIP6/USP15/VWC2";43
"GO:0071773";"GO:0071773";"cellular response to BMP stimulus";"43/3897";"188/18805";0.228723404255319;1.10370634257667;0.730651071616198;0.257733505501169;0.626951736637728;0.546803030847034;"ACVR2A/ADAMTS7/BMP2/BMP4/DDX5/DLX3/EGR1/EXT1/FBXL15/FKBP8/GATA3/GATA4/GDF7/GPR155/GREM2/HES1/HEYL/ILK/ITGA3/KCP/LEF1/MAPK3/MEGF8/MSX1/MTMR4/NBL1/NGLY1/NUMA1/PCSK6/POU5F1/RGMA/SCX/SKI/SKOR2/SMAD6/SMAD7/SORL1/SOST/SOX11/TGFBR2/TNFAIP6/USP15/VWC2";43
"GO:0050657";"GO:0050657";"nucleic acid transport";"38/3897";"165/18805";0.23030303030303;1.11132883881152;0.734357153051566;0.258243917498614;0.627706749117468;0.547461523499855;"AAAS/AGFG1/ALKBH5/ALYREF/ARC/C12orf50/CASC3/DHX9/FLOT1/FXR2/HHEX/HNRNPA1/HSF1/IGF2BP1/KHSRP/MVP/NCBP1/NUP205/NUP35/NUP37/NUP50/NUP58/NUP62/NUP98/PABPN1/RANBP2/RBM33/RBM8A/RFTN1/RTRAF/SIDT1/SMG1/SUPT6H/TGFBR2/THOC2/TNKS/UPF1/ZC3H3";38
"GO:0050658";"GO:0050658";"RNA transport";"38/3897";"165/18805";0.23030303030303;1.11132883881152;0.734357153051566;0.258243917498614;0.627706749117468;0.547461523499855;"AAAS/AGFG1/ALKBH5/ALYREF/ARC/C12orf50/CASC3/DHX9/FLOT1/FXR2/HHEX/HNRNPA1/HSF1/IGF2BP1/KHSRP/MVP/NCBP1/NUP205/NUP35/NUP37/NUP50/NUP58/NUP62/NUP98/PABPN1/RANBP2/RBM33/RBM8A/RFTN1/RTRAF/SIDT1/SMG1/SUPT6H/TGFBR2/THOC2/TNKS/UPF1/ZC3H3";38
"GO:0120162";"GO:0120162";"positive regulation of cold-induced thermogenesis";"24/3897";"101/18805";0.237623762376238;1.14665508121251;0.755563877720801;0.258949010365501;0.629176921817223;0.548743751207534;"ACSL1/ADCYAP1/ALPL/BSCL2/CCR2/CNOT3/CXCR4/DECR1/DIO2/FH/GADD45G/HDAC3/HSF1/IRF4/JAK2/KDM6B/OGT/OXT/OXTR/SMARCA4/SYK/THRA/VEGFA/ZBTB7B";24
"GO:0008380";"GO:0008380";"RNA splicing";"106/3897";"482/18805";0.219917012448133;1.06121103902672;0.696042265534329;0.25935878060074;0.629271810869497;0.548826509765084;"AHNAK/AKAP17A/ALYREF/ARGLU1/ARL6IP4/ARMC7/ARVCF/BRDT/BUD31/CACTIN/CASC3/CCNL1/CDC40/CDK11B/CELF4/CIRBP/CLK2/CWC25/DAZAP1/DDX20/DDX5/DHX15/DHX16/DHX9/FAM50A/FASTK/GPKOW/HABP4/HNRNPA1/HNRNPM/HNRNPUL1/HNRNPUL2/HSPA1A/HTATSF1/IK/IVNS1ABP/KAT2A/KHSRP/LSM4/LSM6/LSM7/LSM8/MBNL1/MBNL2/MBNL3/MFAP1/NCBP1/NCL/NOL3/NUP98/PAXBP1/PCBP4/PPP1R9B/PPWD1/PRKRIP1/PRPF31/PRPF40A/PRPF6/PRX/PTBP1/PTBP2/PTBP3/PUF60/RBM10/RBM38/RBM39/RBM42/RBM8A/RPS26/RTRAF/SAP18/SART1/SCAF1/SETX/SF3A2/SF3B1/SGF29/SLC38A2/SNRNP40/SNRNP70/SNRPA/SREK1/SRPK1/SRPK3/SRRM4/SRSF11/SUPT20H/SUPT6H/SYF2/TCERG1/THOC2/TMBIM6/TRA2B/TSEN15/TSEN34/TSSC4/U2AF1/UPF1/WDR83/XAB2/ZBTB7A/ZC3H10/ZC3H13/ZNF638/ZPR1/ZRANB2";106
"GO:0086065";"GO:0086065";"cell communication involved in cardiac conduction";"14/3897";"56/18805";0.25;1.20637670002566;0.790762844307723;0.259489469395808;0.629271810869497;0.548826509765084;"ATP1A2/ATP1A3/CACNA1D/CALM3/DSC2/DSG2/GJC1/IRX3/JUP/KCNJ3/PDE4D/SCN4B/SLC8A1/TRPM4";14
"GO:0038061";"GO:0038061";"non-canonical NF-kappaB signal transduction";"31/3897";"133/18805";0.233082706766917;1.12474218649009;0.738115602002826;0.260085876480331;0.629271810869497;0.548826509765084;"ACTN4/BIRC3/C1QTNF4/CARD10/CD86/CHI3L1/CHUK/CYLD/EDA/EDN1/IFI35/IL1B/LAPTM5/MAP3K7/NFKB1/NOL3/PYCARD/RASSF2/RBCK1/RC3H1/RELA/TAB1/TLR2/TLR4/TLR6/TNFSF15/TRAF2/TRIM26/TRIM55/TRIM56/TRIP6";31
"GO:0050684";"GO:0050684";"regulation of mRNA processing";"31/3897";"133/18805";0.233082706766917;1.12474218649009;0.738115602002826;0.260085876480331;0.629271810869497;0.548826509765084;"ALKBH5/ARGLU1/CDK11B/CDK9/CELF4/CIRBP/DAZAP1/DDX5/DHX9/HNRNPA1/KAT8/NCBP1/NCL/NUP98/PCBP4/PTBP1/PUF60/RBM10/RBM39/RBM42/RBM8A/SAFB/SAP18/SNRNP70/SRPK1/SRPK3/SRRM4/SUPT6H/TRA2B/UPF1/ZBTB7A";31
"GO:0031123";"GO:0031123";"RNA 3'-end processing";"22/3897";"92/18805";0.239130434782609;1.15392553915498;0.756682204539938;0.260215216163332;0.629271810869497;0.548826509765084;"ANGEL2/CDK9/CPSF1/CPSF3/CSTF2T/ERI1/FBL/INTS1/INTS5/INTS6L/INTS7/INTS9/NCBP1/PAF1/PAPOLA/PTCD1/REXO1/TENT2/TUT1/TUT7/WDR33/ZC3H3";22
"GO:0002418";"GO:0002418";"immune response to tumor cell";"9/3897";"34/18805";0.264705882352941;1.27734003532129;0.827539918609922;0.260757072591151;0.629271810869497;0.548826509765084;"CD226/CD274/FBXO38/HLA-DRB1/HRG/MICA/NKG7/TGFB1/UFL1";9
"GO:0002828";"GO:0002828";"regulation of type 2 immune response";"9/3897";"34/18805";0.264705882352941;1.27734003532129;0.827539918609922;0.260757072591151;0.629271810869497;0.548826509765084;"ARG1/CCR2/CD86/DENND1B/GATA3/HLX/RARA/TBX21/TNFSF4";9
"GO:0007260";"GO:0007260";"tyrosine phosphorylation of STAT protein";"9/3897";"34/18805";0.264705882352941;1.27734003532129;0.827539918609922;0.260757072591151;0.629271810869497;0.548826509765084;"CNOT7/CTF1/HES1/IFNG/IL15/JAK2/PARP14/PIBF1/PTPN2";9
"GO:0010464";"GO:0010464";"regulation of mesenchymal cell proliferation";"9/3897";"34/18805";0.264705882352941;1.27734003532129;0.827539918609922;0.260757072591151;0.629271810869497;0.548826509765084;"BMP4/LMNA/LRP5/PDGFA/SHH/SHOX2/STAT1/TGFBR2/ZEB1";9
"GO:0018198";"GO:0018198";"peptidyl-cysteine modification";"9/3897";"34/18805";0.264705882352941;1.27734003532129;0.827539918609922;0.260757072591151;0.629271810869497;0.548826509765084;"CLIP3/OXR1/S100A9/SNTA1/TBC1D24/ZDHHC12/ZDHHC20/ZDHHC21/ZDHHC8";9
"GO:0030517";"GO:0030517";"negative regulation of axon extension";"9/3897";"34/18805";0.264705882352941;1.27734003532129;0.827539918609922;0.260757072591151;0.629271810869497;0.548826509765084;"ARHGAP4/BCL11A/CDH1/NTN1/PLXNA3/PTPRS/RNF6/SEMA3G/SEMA6C";9
"GO:0031069";"GO:0031069";"hair follicle morphogenesis";"9/3897";"34/18805";0.264705882352941;1.27734003532129;0.827539918609922;0.260757072591151;0.629271810869497;0.548826509765084;"BCL2/DLX3/DSC1/EXT1/FGF7/GORAB/IGFBP5/NGFR/SHH";9
"GO:0033032";"GO:0033032";"regulation of myeloid cell apoptotic process";"9/3897";"34/18805";0.264705882352941;1.27734003532129;0.827539918609922;0.260757072591151;0.629271810869497;0.548826509765084;"ADAM17/BCL2/CXCR2/IRF7/MEF2C/SELENOS/SLC7A11/ST6GAL1/THRA";9
"GO:0048026";"GO:0048026";"positive regulation of mRNA splicing, via spliceosome";"9/3897";"34/18805";0.264705882352941;1.27734003532129;0.827539918609922;0.260757072591151;0.629271810869497;0.548826509765084;"CELF4/CIRBP/DAZAP1/NCBP1/NCL/NUP98/SNRNP70/TRA2B/UPF1";9
"GO:0055075";"GO:0055075";"potassium ion homeostasis";"9/3897";"34/18805";0.264705882352941;1.27734003532129;0.827539918609922;0.260757072591151;0.629271810869497;0.548826509765084;"ATP1A2/ATP1A3/KLHL3/SLC12A1/SLC12A2/SLC12A4/SLC12A5/SLC12A6/SLC12A9";9
"GO:2000191";"GO:2000191";"regulation of fatty acid transport";"9/3897";"34/18805";0.264705882352941;1.27734003532129;0.827539918609922;0.260757072591151;0.629271810869497;0.548826509765084;"ACSL1/ACSL4/ACSL5/AKT1/EDN1/FIS1/IL1B/OXT/SYK";9
"GO:0072523";"GO:0072523";"purine-containing compound catabolic process";"36/3897";"156/18805";0.230769230769231;1.11357849233138;0.728301586945835;0.260919352675728;0.629271810869497;0.548826509765084;"ABCD1/ADPGK/ALDOC/ARL2/BPGM/COL6A1/DDIT4/DNPH1/ENO2/ENO4/ENTPD4/FLCN/FOXK1/GALK1/GIT1/HIF1A/IER3/IFNG/MTOR/NT5C/NT5C1A/NT5C2/NUPR1/OGT/PDE4A/PDE4B/PDE4D/PDE7A/PDE8A/PFKFB2/PFKL/PFKP/SLC4A4/SUCLG2/VNN1/ZBTB7A";36
"GO:2000377";"GO:2000377";"regulation of reactive oxygen species metabolic process";"36/3897";"156/18805";0.230769230769231;1.11357849233138;0.728301586945835;0.260919352675728;0.629271810869497;0.548826509765084;"ABCD1/ABCD2/AKR1C1/ALOX5/ATG5/BCL2/CLEC7A/DHFRP1/DHRS4/F2RL1/FPR2/G6PD/GSTP1/HIF1A/IER3/LRRK2/MAPK14/MMP3/NOXA1/PDGFB/PIKFYVE/PINK1/PRDX2/PRKCE/PTK2B/RNF41/SIRT3/SOD2/SPHK2/STK17A/SYK/TGFB1/TGFBR2/TLR4/TLR6/ZNF205";36
"GO:0072348";"GO:0072348";"sulfur compound transport";"16/3897";"65/18805";0.246153846153846;1.1878170584868;0.77551026674879;0.261016089845616;0.629271810869497;0.548826509765084;"ABCC4/ABCD1/ABCG2/LRRC8A/LRRC8C/LRRC8D/SLC16A6/SLC25A17/SLC25A42/SLC26A11/SLC27A1/SLC35F3/SLC47A1/SLC6A11/SLC7A11/SLC7A5";16
"GO:0014823";"GO:0014823";"response to activity";"20/3897";"83/18805";0.240963855421687;1.1627727229163;0.75984530860247;0.261093657664782;0.629271810869497;0.548826509765084;"ADSS1/ALAD/COL4A2/COL6A1/CXCR4/DAG1/EDN1/HDAC5/HIF1A/HSF1/KDM6B/MMP2/OXT/PERM1/PPARD/SLC38A2/SLC7A5/SOD2/STK11/ZEB1";20
"GO:2000027";"GO:2000027";"regulation of animal organ morphogenesis";"20/3897";"83/18805";0.240963855421687;1.1627727229163;0.75984530860247;0.261093657664782;0.629271810869497;0.548826509765084;"BMP2/BMP4/CSF1/EDN1/FGF7/GATA3/HOXA11/MSX1/NGFR/NTN4/PDGFA/POU5F1/PRKCB/SAPCD2/SEC24B/SHH/SIX2/SOX8/TGFB1/VEGFA";20
"GO:0007405";"GO:0007405";"neuroblast proliferation";"18/3897";"74/18805";0.243243243243243;1.17377192434929;0.765765190312569;0.261434961772293;0.62936932109049;0.548911554404507;"ASPM/CX3CL1/DAGLA/DISC1/FOXG1/HIF1A/LEF1/LRRK2/NBN/NUMBL/PLXNB2/SHH/SIX3/SKOR2/SMARCD3/TGFB1/VEGFA/WDR62";18
"GO:0061512";"GO:0061512";"protein localization to cilium";"18/3897";"74/18805";0.243243243243243;1.17377192434929;0.765765190312569;0.261434961772293;0.62936932109049;0.548911554404507;"ASAP1/BBS1/CC2D2B/CROCC/DYNC2H1/EFCAB7/EHD1/FSIP2/GGA1/IFT140/INPP5E/MAPK15/ODAD4/RAB11FIP3/RAB29/ROM1/SNX10/TUB";18
"GO:1901184";"GO:1901184";"regulation of ERBB signaling pathway";"18/3897";"74/18805";0.243243243243243;1.17377192434929;0.765765190312569;0.261434961772293;0.62936932109049;0.548911554404507;"ADAM17/DAB2IP/FASLG/GPER1/GPRC5A/ITGA1/MMP9/MVB12A/MVP/NUP62/PTPN2/PTPRJ/RHBDF1/RNF126/SHKBP1/SNX5/TGFB1/ZGPAT";18
"GO:0000956";"GO:0000956";"nuclear-transcribed mRNA catabolic process";"29/3897";"124/18805";0.233870967741935;1.1285459451853;0.734259875659083;0.262366037413028;0.630884770423052;0.550233270638333;"ATM/CASC3/CNOT1/CNOT2/CNOT3/CNOT6L/CNOT7/DDX5/DHX9/DIS3/HBS1L/IGF2BP1/LSM4/LSM7/NBAS/NCBP1/NT5C3B/PAN3/RBM8A/RC3H1/SAMD4A/SAMD4B/SMG1/TENT2/TNKS1BP1/UPF1/XRN1/XRN2/ZCCHC7";29
"GO:0030326";"GO:0030326";"embryonic limb morphogenesis";"29/3897";"124/18805";0.233870967741935;1.1285459451853;0.734259875659083;0.262366037413028;0.630884770423052;0.550233270638333;"ALDH1A2/BAX/BCL2L11/BMP4/BPNT2/CHD7/CHST11/DLX6/DYNC2H1/FBXW4/FLVCR1/FZD6/HOXA11/IFT140/LEF1/LMBR1/LRP5/MBNL1/MEGF8/MSX1/PBX2/PITX1/RARG/SALL1/SHH/SHOX2/SKI/TBX2/ZNF358";29
"GO:0035113";"GO:0035113";"embryonic appendage morphogenesis";"29/3897";"124/18805";0.233870967741935;1.1285459451853;0.734259875659083;0.262366037413028;0.630884770423052;0.550233270638333;"ALDH1A2/BAX/BCL2L11/BMP4/BPNT2/CHD7/CHST11/DLX6/DYNC2H1/FBXW4/FLVCR1/FZD6/HOXA11/IFT140/LEF1/LMBR1/LRP5/MBNL1/MEGF8/MSX1/PBX2/PITX1/RARG/SALL1/SHH/SHOX2/SKI/TBX2/ZNF358";29
"GO:0030705";"GO:0030705";"cytoskeleton-dependent intracellular transport";"47/3897";"207/18805";0.227053140096618;1.09564647152089;0.707459587169589;0.263935795083717;0.633012577734016;0.552089061792104;"ACTN4/AGTPBP1/AP3B1/AP3D1/ARL8B/ATG16L1/ATG5/BAG3/BLOC1S3/BORCS6/BORCS8/CCDC88B/CCDC88C/CDR2L/CEP131/CLIP3/DYNC2H1/DYNC2I2/FUZ/FYCO1/HIF1A/HOOK2/HSPB1/IFT140/IFT46/KIF1C/KIF3B/KIFBP/KIFC2/MAP1A/MAP1S/MAP6/MAPK8IP3/MYO1C/NEFH/PEX14/PURA/RASGRP1/RHOT2/SPG11/SPG7/STK11/SUN2/SYNE2/TRAF3IP1/TRAK2/TUB";47
"GO:0090596";"GO:0090596";"sensory organ morphogenesis";"64/3897";"286/18805";0.223776223776224;1.07983368953346;0.695570386024162;0.26417466486364;0.633012577734016;0.552089061792104;"ADAMTS9/AGTPBP1/ANKRD24/BAX/BCL2/BMP4/C12orf57/CHD7/COL5A1/COL8A2/CTHRC1/DLL1/DLX6/DVL1/DVL2/EDN1/FASLG/FOXG1/FOXL2/FZD5/FZD6/GATA3/GDF11/GJB6/GSC/HIF1A/HMGN1/INSIG1/LRP5/MAN2A1/MAPK3/MFRP/MSX1/MYO15A/NRL/NTN1/POC5/POU3F4/PPP2R3A/PRDM1/RARG/RDH13/RING1/ROM1/SAMD11/SCRIB/SDK2/SEC24B/SIX2/SIX3/SKI/SOBP/SOX11/SOX12/SOX8/SP3/STRA6/TBX2/TPRN/TRIOBP/TTC39C/VEGFA/WNT16/ZEB1";64
"GO:0002793";"GO:0002793";"positive regulation of peptide secretion";"27/3897";"115/18805";0.234782608695652;1.13294507480671;0.731134292791509;0.264542714899035;0.633012577734016;0.552089061792104;"ACSL4/ADCYAP1/BAD/CAPN10/CASR/CD38/GNA11/GPER1/HIF1A/HLA-DRB1/ITPR1/JAK2/LRRC8A/NLGN2/PFKFB2/PPARD/PRKCB/PRKCE/RAB8B/RAPGEF4/RPH3AL/SCT/SELENOT/SIRT3/SNAP25/STX4/TRPM4";27
"GO:0006885";"GO:0006885";"regulation of pH";"25/3897";"106/18805";0.235849056603774;1.1380912264393;0.728937781526628;0.266575957204166;0.633012577734016;0.552089061792104;"ATP6AP1/ATP6V0C/ATP6V0E1/ATP6V1A/ATP6V1B2/BCL2/CREG1/DMXL1/DMXL2/EDN1/FASLG/GPR89A/GPR89B/GRN/LRRK2/MAPK3/SLC12A5/SLC4A2/SLC4A4/SLC9A1/SLC9A3/SLC9A4/SLC9C1/TMEM165/UBE3A";25
"GO:1905477";"GO:1905477";"positive regulation of protein localization to membrane";"25/3897";"106/18805";0.235849056603774;1.1380912264393;0.728937781526628;0.266575957204166;0.633012577734016;0.552089061792104;"AKAP5/AKT1/ATP2C1/CEMIP/CLIP3/CNPY4/CNST/EFCAB7/ERBB2/GPER1/HRAS/IFNG/ITGA3/MIEF2/MTCL1/MYO1C/NLGN2/PPP1R9B/PRKCE/SLC51B/SPTBN1/STAC2/STX4/TNFAIP6/ZDHHC8";25
"GO:0000712";"GO:0000712";"resolution of meiotic recombination intermediates";"5/3897";"17/18805";0.294117647058824;1.41926670591254;0.884209533983526;0.266740083493094;0.633012577734016;0.552089061792104;"EME2/ERCC4/FANCM/MUS81/SLX4";5
"GO:0002098";"GO:0002098";"tRNA wobble uridine modification";"5/3897";"17/18805";0.294117647058824;1.41926670591254;0.884209533983526;0.266740083493094;0.633012577734016;0.552089061792104;"CTU1/CTU2/ELP4/ELP5/GTPBP3";5
"GO:0002679";"GO:0002679";"respiratory burst involved in defense response";"5/3897";"17/18805";0.294117647058824;1.41926670591254;0.884209533983526;0.266740083493094;0.633012577734016;0.552089061792104;"GRN/LBP/PIK3CG/PRDX2/S100A9";5
"GO:0006744";"GO:0006744";"ubiquinone biosynthetic process";"5/3897";"17/18805";0.294117647058824;1.41926670591254;0.884209533983526;0.266740083493094;0.633012577734016;0.552089061792104;"COQ2/COQ4/COQ5/COQ8B/PDSS2";5
"GO:0006855";"GO:0006855";"xenobiotic transmembrane transport";"5/3897";"17/18805";0.294117647058824;1.41926670591254;0.884209533983526;0.266740083493094;0.633012577734016;0.552089061792104;"ABCA3/ABCC4/SLC28A3/SLC29A1/SLC47A1";5
